Module,Day,Stability(%),ProcessorSpeed(%),Capability(%),Constraint
ThermalController,41,99.9797,99.75,99.59,None
ThermalController,42,99.9738,98.75,99.7,Thermal
ThermalController,43,99.9755,101.33,100.83,None
ThermalController,44,99.9714,98.62,99.59,None
ThermalController,45,99.9773,98.0,100.28,None
ThermalController,46,99.9737,98.07,100.71,Thermal
ThermalController,47,99.9748,100.88,100.32,None
ThermalController,48,99.9777,100.1,100.0,None
ThermalController,49,99.9823,99.29,100.28,None
ThermalController,50,99.9805,98.27,100.67,None
ThermalController,51,99.9875,98.81,99.97,None
ThermalController,52,99.9814,101.35,100.32,None
ThermalController,53,99.984,99.02,99.73,None
ThermalController,54,99.9714,101.72,99.42,None
ThermalController,55,99.9878,98.32,100.6,None
ThermalController,56,99.9812,101.75,99.83,None
ThermalController,57,99.9842,101.29,99.53,None
ThermalController,58,99.9714,99.22,100.89,Bandwidth
ThermalController,59,99.9719,100.9,100.06,None
ThermalController,60,99.9805,99.0,100.25,None
ThermalController,61,99.985,99.66,99.21,None
ThermalController,62,99.9772,99.83,100.33,Quantum
ThermalController,63,99.9733,98.72,99.8,None
ThermalController,64,99.9732,101.99,99.89,None
ThermalController,65,99.9763,101.97,99.65,None
ThermalController,66,99.9853,99.72,100.45,None
ThermalController,67,99.9813,98.86,100.53,Scaling
ThermalController,68,99.9751,101.85,99.89,None
ThermalController,69,99.9845,101.93,100.19,None
ThermalController,70,99.9899,99.21,99.6,None
ThermalController,71,99.9871,98.09,100.64,None
ThermalController,72,99.9755,100.21,100.11,Scaling
ThermalController,73,99.9731,98.15,99.71,None
ThermalController,74,99.9773,100.33,99.47,Quantum
ThermalController,75,99.9718,99.6,100.84,Thermal
ThermalController,76,99.9845,101.17,99.35,Quantum
ThermalController,77,99.9838,100.3,100.82,None
ThermalController,78,99.976,100.92,100.15,None
ThermalController,79,99.9711,101.08,99.7,Quantum
ThermalController,80,99.9783,101.47,100.74,None
ThermalController,81,99.9831,100.41,99.02,Thermal
ThermalController,82,99.9776,99.22,99.08,None
ThermalController,83,99.973,100.01,99.44,None
ThermalController,84,99.9846,99.57,99.89,None
ThermalController,85,99.9801,98.89,99.58,None
ThermalController,86,99.9726,98.33,100.14,None
ThermalController,87,99.978,98.34,100.0,Thermal
ThermalController,88,99.9726,98.54,100.12,None
ThermalController,89,99.983,98.78,100.23,Thermal
ThermalController,90,99.9749,98.29,100.55,None
ThermalController,91,99.9885,98.36,100.34,None
ThermalController,92,99.977,99.28,100.19,None
ThermalController,93,99.9761,101.95,100.23,Bandwidth
ThermalController,94,99.9788,98.58,99.09,Quantum
ThermalController,95,99.974,99.5,100.52,Quantum
ThermalController,96,99.9722,98.22,100.9,Scaling
ThermalController,97,99.9874,101.28,99.03,None
ThermalController,98,99.9722,99.8,99.05,None
ThermalController,99,99.9808,98.82,100.05,None
ThermalController,100,99.9797,100.92,99.28,None
ThermalController,101,99.9704,100.33,100.33,None
ThermalController,102,99.9734,99.14,100.58,None
ThermalController,103,99.9711,100.62,99.02,None
ThermalController,104,99.9754,101.41,100.32,Quantum
ThermalController,105,99.9704,101.47,100.3,None
ThermalController,106,99.9776,101.91,99.2,None
ThermalController,107,99.9873,100.13,99.37,None
ThermalController,108,99.9792,101.71,99.04,None
ThermalController,109,99.9806,99.33,99.79,None
ThermalController,110,99.9769,99.41,100.25,None
ThermalController,111,99.9896,100.01,100.62,None
ThermalController,112,99.9876,101.56,100.63,None
ThermalController,113,99.9811,99.12,99.3,Quantum
ThermalController,114,99.9831,98.35,99.76,Bandwidth
ThermalController,115,99.9822,100.5,99.45,None
ThermalController,116,99.9731,101.88,100.82,None
ThermalController,117,99.9808,98.83,99.28,None
ThermalController,118,99.986,101.45,99.62,Thermal
ThermalController,119,99.9805,98.54,100.99,Bandwidth
ThermalController,120,99.9729,101.73,100.83,None
UCLLanguage,1,99.9811,101.79,99.24,None
UCLLanguage,2,99.9876,100.91,100.53,Quantum
UCLLanguage,3,99.9783,99.65,99.89,Scaling
UCLLanguage,4,99.9879,101.73,99.55,Thermal
UCLLanguage,5,99.9721,98.74,100.52,None
UCLLanguage,6,99.9753,100.27,99.46,None
UCLLanguage,7,99.9837,99.44,100.38,None
UCLLanguage,8,99.98,100.42,100.42,None
UCLLanguage,9,99.987,99.97,99.28,None
UCLLanguage,10,99.9706,101.06,99.03,None
UCLLanguage,11,99.9783,100.97,100.98,Thermal
UCLLanguage,12,99.9713,101.71,100.97,Quantum
UCLLanguage,13,99.9798,99.3,99.92,None
UCLLanguage,14,99.9781,98.17,100.47,None
UCLLanguage,15,99.9763,100.45,100.48,None
UCLLanguage,16,99.9805,101.5,100.57,None
UCLLanguage,17,99.979,101.31,99.08,Bandwidth
UCLLanguage,18,99.9804,99.58,100.47,None
UCLLanguage,19,99.9803,100.52,99.1,None
UCLLanguage,20,99.978,99.22,100.66,None
UCLLanguage,21,99.9784,100.45,99.11,None
UCLLanguage,22,99.9728,101.32,99.9,Thermal
UCLLanguage,23,99.9723,101.11,100.88,None
UCLLanguage,24,99.9727,99.65,99.9,None
UCLLanguage,25,99.9818,100.85,99.4,None
UCLLanguage,26,99.975,100.77,100.81,Thermal
UCLLanguage,27,99.9844,98.49,99.23,None
UCLLanguage,28,99.9773,100.1,99.77,Thermal
UCLLanguage,29,99.9802,101.8,99.76,None
UCLLanguage,30,99.9854,101.65,100.13,None
UCLLanguage,31,99.973,101.48,99.36,Thermal
UCLLanguage,32,99.9784,99.24,100.54,None
UCLLanguage,33,99.9825,98.47,99.26,None
UCLLanguage,34,99.9825,99.01,99.92,Quantum
UCLLanguage,35,99.9809,98.02,100.77,None
UCLLanguage,36,99.9818,99.9,99.82,None
UCLLanguage,37,99.982,98.98,100.09,None
UCLLanguage,38,99.9812,101.3,99.1,None
UCLLanguage,39,99.9831,98.15,100.71,None
UCLLanguage,40,99.9868,99.19,100.84,None
UCLLanguage,41,99.9783,98.71,100.34,None
UCLLanguage,42,99.9838,100.38,100.57,None
UCLLanguage,43,99.9791,100.32,100.86,None
UCLLanguage,44,99.976,99.47,99.76,None
UCLLanguage,45,99.9785,100.2,99.59,None
UCLLanguage,46,99.9839,99.1,100.05,None
UCLLanguage,47,99.9839,100.45,99.22,Thermal
UCLLanguage,48,99.9826,101.95,99.97,None
UCLLanguage,49,99.9887,101.95,99.57,None
UCLLanguage,50,99.9763,100.1,100.99,None
UCLLanguage,51,99.9726,100.25,100.04,None
UCLLanguage,52,99.9799,98.72,100.22,Thermal
UCLLanguage,53,99.9896,98.01,99.05,None
UCLLanguage,54,99.9724,101.39,100.6,Bandwidth
UCLLanguage,55,99.9783,99.34,100.12,None
UCLLanguage,56,99.9702,98.8,99.56,Thermal
UCLLanguage,57,99.9762,100.03,99.65,None
UCLLanguage,58,99.9837,99.37,100.45,None
UCLLanguage,59,99.9706,98.7,99.66,None
UCLLanguage,60,99.9834,101.66,100.59,None
UCLLanguage,61,99.9796,100.51,100.78,None
UCLLanguage,62,99.9767,101.14,99.83,Thermal
UCLLanguage,63,99.9867,99.2,100.45,None
UCLLanguage,64,99.9807,98.83,100.37,Thermal
UCLLanguage,65,99.9878,99.41,100.94,None
UCLLanguage,66,99.9706,101.93,100.25,Quantum
UCLLanguage,67,99.9814,99.56,100.19,Quantum
UCLLanguage,68,99.985,100.82,99.63,None
UCLLanguage,69,99.9783,99.99,99.48,None
UCLLanguage,70,99.989,98.86,99.6,None
UCLLanguage,71,99.9857,101.11,100.83,None
UCLLanguage,72,99.9705,99.93,100.0,None
UCLLanguage,73,99.9885,100.93,100.05,Thermal
UCLLanguage,74,99.9729,101.49,100.64,Scaling
UCLLanguage,75,99.9835,98.53,100.45,None
UCLLanguage,76,99.9843,100.09,99.01,Scaling
UCLLanguage,77,99.9837,100.38,99.17,None
UCLLanguage,78,99.9709,100.08,100.32,None
UCLLanguage,79,99.9816,99.25,100.78,None
UCLLanguage,80,99.9739,99.11,99.64,None
UCLLanguage,81,99.9724,98.6,99.55,None
UCLLanguage,82,99.9825,100.06,99.41,None
UCLLanguage,83,99.9764,98.57,100.41,None
UCLLanguage,84,99.9749,98.28,100.23,None
UCLLanguage,85,99.9789,98.52,99.94,None
UCLLanguage,86,99.9721,98.22,99.85,None
UCLLanguage,87,99.9819,100.37,100.67,None
UCLLanguage,88,99.9823,99.25,100.63,Thermal
UCLLanguage,89,99.9834,100.13,100.95,Thermal
UCLLanguage,90,99.9793,98.53,100.63,Scaling
UCLLanguage,91,99.9794,99.82,100.37,Thermal
UCLLanguage,92,99.9793,98.93,99.45,Quantum
UCLLanguage,93,99.9823,101.65,99.78,None
UCLLanguage,94,99.9833,101.16,100.76,None
UCLLanguage,95,99.9706,99.9,99.7,None
UCLLanguage,96,99.9734,101.07,100.21,None
UCLLanguage,97,99.9721,101.27,100.59,None
UCLLanguage,98,99.983,101.17,100.07,None
UCLLanguage,99,99.9783,100.48,100.1,Bandwidth
UCLLanguage,100,99.9777,99.36,100.63,None
UCLLanguage,101,99.9857,99.74,100.57,None
UCLLanguage,102,99.9747,100.65,99.16,Scaling
UCLLanguage,103,99.9815,99.95,100.18,None
UCLLanguage,104,99.9811,101.29,99.35,Bandwidth
UCLLanguage,105,99.9714,98.43,100.63,Thermal
UCLLanguage,106,99.9776,99.98,100.32,None
UCLLanguage,107,99.9863,101.55,100.81,None
UCLLanguage,108,99.97,98.59,99.3,None
UCLLanguage,109,99.9778,100.31,99.39,None
UCLLanguage,110,99.9763,100.28,100.83,None
UCLLanguage,111,99.9889,99.74,100.97,None
UCLLanguage,112,99.9718,98.03,100.97,None
UCLLanguage,113,99.9726,99.18,99.74,None
UCLLanguage,114,99.9711,100.81,100.64,None
UCLLanguage,115,99.9872,101.46,99.47,Thermal
UCLLanguage,116,99.9779,99.27,99.77,None
UCLLanguage,117,99.9809,100.65,99.95,None
UCLLanguage,118,99.9777,101.7,100.68,None
UCLLanguage,119,99.9899,100.68,99.27,None
UCLLanguage,120,99.9703,100.89,99.97,None
Pi0Comms,1,99.9898,98.34,100.28,None
Pi0Comms,2,99.9791,101.16,100.21,None
Pi0Comms,3,99.9736,100.04,100.1,None
Pi0Comms,4,99.9771,98.74,100.21,None
Pi0Comms,5,99.9869,98.95,100.0,None
Pi0Comms,6,99.9809,99.47,100.96,None
Pi0Comms,7,99.9841,98.45,99.96,None
Pi0Comms,8,99.9728,100.93,100.97,Bandwidth
Pi0Comms,9,99.9856,99.86,99.16,Quantum
Pi0Comms,10,99.9718,99.89,100.48,Bandwidth
Pi0Comms,11,99.9716,100.53,100.6,None
Pi0Comms,12,99.9711,99.37,100.56,None
Pi0Comms,13,99.9803,99.88,100.47,None
Pi0Comms,14,99.9892,101.19,99.58,None
Pi0Comms,15,99.9885,101.0,100.45,None
Pi0Comms,16,99.9712,99.89,99.34,None
Pi0Comms,17,99.9898,101.24,100.25,None
Pi0Comms,18,99.9717,100.02,100.7,None
Pi0Comms,19,99.9727,99.12,100.72,None
Pi0Comms,20,99.9722,98.7,100.18,None
Pi0Comms,21,99.9789,101.23,99.52,Thermal
Pi0Comms,22,99.9797,101.2,100.72,None
Pi0Comms,23,99.9717,98.58,100.87,None
Pi0Comms,24,99.9799,101.97,100.54,None
Pi0Comms,25,99.9788,100.55,99.42,Thermal
Pi0Comms,26,99.9769,100.57,100.51,None
Pi0Comms,27,99.9734,99.59,99.6,Thermal
Pi0Comms,28,99.985,100.13,99.76,Thermal
Pi0Comms,29,99.9795,98.58,100.74,None
Pi0Comms,30,99.9885,99.8,100.36,Bandwidth
Pi0Comms,31,99.9837,98.16,100.84,None
Pi0Comms,32,99.9891,99.73,100.84,Quantum
Pi0Comms,33,99.9767,99.07,99.2,None
Pi0Comms,34,99.9778,101.09,100.5,Thermal
Pi0Comms,35,99.9818,98.78,99.67,None
Pi0Comms,36,99.9736,100.19,100.35,Quantum
Pi0Comms,37,99.9702,98.39,99.21,None
Pi0Comms,38,99.9744,99.13,99.39,None
Pi0Comms,39,99.9718,101.75,100.31,Quantum
Pi0Comms,40,99.989,100.55,100.42,None
Pi0Comms,41,99.9871,98.52,100.31,Quantum
Pi0Comms,42,99.9813,101.87,100.79,None
Pi0Comms,43,99.9751,99.87,100.87,None
Pi0Comms,44,99.9885,99.11,99.85,Scaling
Pi0Comms,45,99.9854,99.29,99.32,None
Pi0Comms,46,99.9855,99.53,99.67,None
Pi0Comms,47,99.9891,99.06,99.88,None
Pi0Comms,48,99.9886,100.44,99.36,None
Pi0Comms,49,99.9729,101.07,99.44,None
Pi0Comms,50,99.9883,100.86,99.21,None
Pi0Comms,51,99.9814,99.0,99.89,Quantum
Pi0Comms,52,99.973,100.56,100.87,None
Pi0Comms,53,99.9753,100.8,100.81,None
Pi0Comms,54,99.9803,101.76,99.98,None
Pi0Comms,55,99.9869,101.12,100.57,None
Pi0Comms,56,99.9701,101.82,100.64,None
Pi0Comms,57,99.9813,101.74,99.72,None
Pi0Comms,58,99.978,100.53,100.92,None
Pi0Comms,59,99.9807,101.84,99.16,None
Pi0Comms,60,99.9853,100.59,99.35,None
Pi0Comms,61,99.9777,98.76,100.39,Quantum
Pi0Comms,62,99.9826,99.44,99.17,None
Pi0Comms,63,99.9847,98.56,99.39,Thermal
Pi0Comms,64,99.9819,99.96,99.13,None
Pi0Comms,65,99.9762,100.14,100.67,None
Pi0Comms,66,99.9899,98.15,99.11,Thermal
Pi0Comms,67,99.9709,98.47,100.61,None
Pi0Comms,68,99.9792,100.71,100.75,None
Pi0Comms,69,99.9816,101.7,99.07,None
Pi0Comms,70,99.9831,99.88,100.84,None
Pi0Comms,71,99.984,98.52,99.34,None
Pi0Comms,72,99.9761,101.17,99.91,None
Pi0Comms,73,99.9818,101.27,99.21,None
Pi0Comms,74,99.986,98.88,100.61,None
Pi0Comms,75,99.9862,101.93,100.36,None
Pi0Comms,76,99.9895,100.3,99.27,Quantum
Pi0Comms,77,99.9859,101.06,100.19,None
Pi0Comms,78,99.9724,98.56,99.83,None
Pi0Comms,79,99.9811,99.75,100.85,None
Pi0Comms,80,99.972,101.39,100.22,Thermal
Pi0Comms,81,99.9703,99.95,99.01,None
Pi0Comms,82,99.9718,100.61,100.77,None
Pi0Comms,83,99.9861,101.09,100.38,None
Pi0Comms,84,99.9828,100.09,99.82,Scaling
Pi0Comms,85,99.9822,98.15,99.36,None
Pi0Comms,86,99.989,100.51,100.57,None
Pi0Comms,87,99.9701,98.94,99.24,None
Pi0Comms,88,99.9719,99.45,100.52,None
Pi0Comms,89,99.9744,101.08,100.32,None
Pi0Comms,90,99.9739,101.19,100.37,Bandwidth
Pi0Comms,91,99.9795,98.71,100.34,None
Pi0Comms,92,99.9829,99.14,99.87,None
Pi0Comms,93,99.9861,101.03,99.09,Thermal
Pi0Comms,94,99.9885,98.7,100.57,None
Pi0Comms,95,99.9723,101.58,100.44,None
Pi0Comms,96,99.9765,98.8,100.35,None
Pi0Comms,97,99.9856,99.3,99.2,Thermal
Pi0Comms,98,99.9874,99.5,99.44,None
Pi0Comms,99,99.9797,101.56,99.29,Scaling
Pi0Comms,100,99.9791,99.55,99.27,Thermal
Pi0Comms,101,99.9826,101.9,99.4,None
Pi0Comms,102,99.9838,98.24,99.27,Quantum
Pi0Comms,103,99.9792,98.68,99.69,Quantum
Pi0Comms,104,99.9821,101.16,100.28,None
Pi0Comms,105,99.9734,101.88,100.71,None
Pi0Comms,106,99.9871,99.96,100.99,None
Pi0Comms,107,99.9867,99.12,100.46,Thermal
Pi0Comms,108,99.9749,99.31,100.16,Quantum
Pi0Comms,109,99.9818,98.6,100.15,None
Pi0Comms,110,99.9896,98.16,99.94,Thermal
Pi0Comms,111,99.9707,100.12,99.96,Thermal
Pi0Comms,112,99.9864,99.81,99.48,None
Pi0Comms,113,99.9702,100.93,100.9,None
Pi0Comms,114,99.9759,100.59,99.18,None
Pi0Comms,115,99.9761,100.81,100.72,Thermal
Pi0Comms,116,99.9705,99.82,100.54,Quantum
Pi0Comms,117,99.9781,101.16,99.74,None
Pi0Comms,118,99.9827,101.44,99.14,Quantum
Pi0Comms,119,99.9767,98.13,99.85,None
Pi0Comms,120,99.9889,100.17,100.59,Thermal
Pi0Secure,1,99.9716,101.52,100.47,None
Pi0Secure,2,99.9889,100.7,100.78,None
Pi0Secure,3,99.9773,100.48,99.73,None
Pi0Secure,4,99.9812,98.27,100.42,None
Pi0Secure,5,99.9896,98.95,99.23,None
Pi0Secure,6,99.9888,100.32,100.92,None
Pi0Secure,7,99.9849,98.9,99.71,None
Pi0Secure,8,99.9836,99.11,99.13,None
Pi0Secure,9,99.9797,100.11,99.25,Thermal
Pi0Secure,10,99.9836,100.13,99.58,None
Pi0Secure,11,99.986,101.78,100.62,Scaling
Pi0Secure,12,99.9713,101.57,99.92,None
Pi0Secure,13,99.988,99.15,100.91,None
Pi0Secure,14,99.9755,100.79,99.99,Quantum
Pi0Secure,15,99.9804,100.51,99.59,Bandwidth
Pi0Secure,16,99.9808,98.53,99.69,None
Pi0Secure,17,99.9829,99.17,99.13,Quantum
Pi0Secure,18,99.9746,101.79,100.29,None
Pi0Secure,19,99.9769,100.58,99.65,None
Pi0Secure,20,99.9839,101.37,99.89,None
Pi0Secure,21,99.9726,101.16,99.34,None
Pi0Secure,22,99.9797,101.88,100.54,None
Pi0Secure,23,99.9771,99.82,99.33,Scaling
Pi0Secure,24,99.9842,99.14,100.95,Quantum
Pi0Secure,25,99.9839,100.67,99.31,None
Pi0Secure,26,99.9708,99.27,99.25,None
Pi0Secure,27,99.9737,100.25,99.07,None
Pi0Secure,28,99.9769,99.49,100.08,None
Pi0Secure,29,99.976,101.68,99.81,None
Pi0Secure,30,99.9729,99.83,99.64,None
Pi0Secure,31,99.9848,101.9,99.66,Thermal
Pi0Secure,32,99.9795,99.16,100.89,Bandwidth
Pi0Secure,33,99.9815,98.59,100.13,Scaling
Pi0Secure,34,99.9788,100.76,100.46,Scaling
Pi0Secure,35,99.9728,100.2,99.62,None
Pi0Secure,36,99.9868,99.78,99.18,None
Pi0Secure,37,99.9828,100.33,99.44,Scaling
Pi0Secure,38,99.9756,98.09,100.08,None
Pi0Secure,39,99.9834,98.35,100.02,None
Pi0Secure,40,99.9764,100.42,100.89,Scaling
Pi0Secure,41,99.9772,98.59,100.71,None
Pi0Secure,42,99.9775,99.14,99.7,Bandwidth
Pi0Secure,43,99.9875,98.35,100.46,None
Pi0Secure,44,99.9899,101.21,99.58,Quantum
Pi0Secure,45,99.9894,99.7,100.79,None
Pi0Secure,46,99.9817,98.34,99.42,None
Pi0Secure,47,99.9874,101.95,99.13,Bandwidth
Pi0Secure,48,99.9851,98.35,99.82,Scaling
Pi0Secure,49,99.9783,100.22,100.42,Thermal
Pi0Secure,50,99.9727,98.74,99.76,None
Pi0Secure,51,99.9708,101.3,100.67,None
Pi0Secure,52,99.9812,99.85,99.05,None
Pi0Secure,53,99.9753,101.82,100.67,None
Pi0Secure,54,99.9831,101.57,99.83,None
Pi0Secure,55,99.9838,98.98,99.24,None
Pi0Secure,56,99.9899,98.27,100.49,None
Pi0Secure,57,99.9813,101.47,100.26,None
Pi0Secure,58,99.9839,98.48,100.03,None
Pi0Secure,59,99.9869,98.65,99.12,None
Pi0Secure,60,99.9876,98.54,99.33,None
Pi0Secure,61,99.9784,101.65,99.71,None
Pi0Secure,62,99.9806,101.75,100.03,Thermal
Pi0Secure,63,99.9737,98.38,100.51,None
Pi0Secure,64,99.9874,101.31,100.37,None
Pi0Secure,65,99.9837,100.75,99.19,None
Pi0Secure,66,99.9865,98.05,100.04,None
Pi0Secure,67,99.9797,99.36,100.82,None
Pi0Secure,68,99.9731,98.88,99.38,Quantum
Pi0Secure,69,99.9823,101.33,100.05,None
Pi0Secure,70,99.981,101.03,99.23,None
Pi0Secure,71,99.9715,101.28,100.85,None
Pi0Secure,72,99.9762,99.45,100.63,Quantum
Pi0Secure,73,99.982,101.05,99.68,Thermal
Pi0Secure,74,99.9706,101.26,99.44,Quantum
Pi0Secure,75,99.9728,98.91,99.25,None
Pi0Secure,76,99.9716,100.76,100.57,None
Pi0Secure,77,99.9855,101.03,99.09,None
Pi0Secure,78,99.9859,100.05,99.12,None
Pi0Secure,79,99.9751,98.26,100.34,Thermal
Pi0Secure,80,99.9856,101.68,99.41,Scaling
Pi0Secure,81,99.9737,99.41,99.18,Quantum
Pi0Secure,82,99.9888,101.8,99.7,None
Pi0Secure,83,99.98,100.91,99.48,None
Pi0Secure,84,99.972,100.31,99.03,None
Pi0Secure,85,99.9738,99.13,100.8,None
Pi0Secure,86,99.9895,98.39,99.43,None
Pi0Secure,87,99.9842,99.47,100.18,None
Pi0Secure,88,99.9892,98.72,99.71,None
Pi0Secure,89,99.9743,98.91,99.23,Bandwidth
Pi0Secure,90,99.9725,98.44,99.27,Thermal
Pi0Secure,91,99.9841,100.23,99.08,None
Pi0Secure,92,99.9723,99.13,100.2,None
Pi0Secure,93,99.9895,99.78,100.11,None
Pi0Secure,94,99.9871,98.76,99.14,Quantum
Pi0Secure,95,99.9795,100.72,99.36,Bandwidth
Pi0Secure,96,99.9798,98.42,99.88,None
Pi0Secure,97,99.9717,98.57,99.8,None
Pi0Secure,98,99.972,101.7,100.96,None
Pi0Secure,99,99.9895,99.35,100.19,Bandwidth
Pi0Secure,100,99.9725,101.35,100.45,None
Pi0Secure,101,99.9843,100.33,99.55,Thermal
Pi0Secure,102,99.9829,99.6,99.95,None
Pi0Secure,103,99.9781,99.94,99.56,Thermal
Pi0Secure,104,99.9722,99.0,99.99,None
Pi0Secure,105,99.9727,98.4,99.11,None
Pi0Secure,106,99.9836,101.89,99.77,None
Pi0Secure,107,99.9731,100.49,99.19,None
Pi0Secure,108,99.985,101.07,100.59,None
Pi0Secure,109,99.9832,99.96,99.52,None
Pi0Secure,110,99.9872,100.19,100.91,None
Pi0Secure,111,99.9786,101.66,99.77,None
Pi0Secure,112,99.9775,99.84,99.07,None
Pi0Secure,113,99.9872,99.21,100.41,None
Pi0Secure,114,99.9727,100.86,99.97,None
Pi0Secure,115,99.9835,100.64,100.37,None
Pi0Secure,116,99.9795,101.42,100.01,None
Pi0Secure,117,99.9799,101.88,100.23,None
Pi0Secure,118,99.9896,99.28,99.06,None
Pi0Secure,119,99.9867,99.4,100.48,None
Pi0Secure,120,99.9878,99.37,99.19,None
Dimension12,1,99.9771,99.41,100.32,None
Dimension12,2,99.983,100.37,100.82,None
Dimension12,3,99.9761,99.35,99.04,None
Dimension12,4,99.9792,101.45,100.14,Scaling
Dimension12,5,99.9753,100.78,100.18,Bandwidth
Dimension12,6,99.9776,99.56,100.15,Quantum
Dimension12,7,99.972,100.7,99.67,None
Dimension12,8,99.9853,99.36,100.23,None
Dimension12,9,99.9787,99.99,100.69,Thermal
Dimension12,10,99.9868,100.14,99.57,None
Dimension12,11,99.9899,99.61,99.45,Thermal
Dimension12,12,99.9718,101.38,99.19,None
Dimension12,13,99.9713,101.2,99.95,None
Dimension12,14,99.9859,100.61,99.6,Quantum
Dimension12,15,99.9787,100.16,99.4,None
Dimension12,16,99.9825,99.81,100.53,None
Dimension12,17,99.9704,100.81,100.73,None
Dimension12,18,99.9743,101.85,100.48,None
Dimension12,19,99.9887,100.13,100.23,Thermal
Dimension12,20,99.9787,100.26,100.25,None
Dimension12,21,99.9773,98.59,99.3,None
Dimension12,22,99.976,99.74,99.64,Quantum
Dimension12,23,99.9713,98.81,99.82,Quantum
Dimension12,24,99.9829,99.03,100.2,None
Dimension12,25,99.9723,98.77,99.49,Quantum
Dimension12,26,99.9793,100.24,99.87,None
Dimension12,27,99.9707,98.64,99.27,None
Dimension12,28,99.9861,100.63,99.35,Quantum
Dimension12,29,99.9893,99.94,99.04,Quantum
Dimension12,30,99.9717,100.41,100.73,Scaling
Dimension12,31,99.9781,99.45,100.31,None
Dimension12,32,99.9889,100.9,99.28,None
Dimension12,33,99.9847,101.73,100.04,Quantum
Dimension12,34,99.989,101.73,99.5,Quantum
Dimension12,35,99.9748,98.49,100.61,None
Dimension12,36,99.9817,99.56,100.5,None
Dimension12,37,99.9785,98.58,99.35,Bandwidth
Dimension12,38,99.9788,99.02,100.18,None
Dimension12,39,99.9775,101.79,99.63,None
Dimension12,40,99.9837,101.85,100.76,Scaling
Dimension12,41,99.9773,100.86,100.64,None
Dimension12,42,99.9893,100.42,100.68,None
Dimension12,43,99.9888,100.76,100.58,None
Dimension12,44,99.9811,99.24,100.92,None
Dimension12,45,99.9862,98.49,100.73,Quantum
Dimension12,46,99.9778,101.64,99.79,Bandwidth
Dimension12,47,99.9751,98.36,100.65,None
Dimension12,48,99.9742,101.56,100.83,None
Dimension12,49,99.9876,101.07,99.81,None
Dimension12,50,99.9873,101.29,100.88,None
Dimension12,51,99.9783,101.36,100.43,Quantum
Dimension12,52,99.9864,101.3,100.4,None
Dimension12,53,99.977,100.41,100.63,Thermal
Dimension12,54,99.9791,98.11,99.1,None
Dimension12,55,99.9826,101.16,99.27,None
Dimension12,56,99.9826,99.25,99.16,None
Dimension12,57,99.9803,101.88,100.66,Thermal
Dimension12,58,99.9869,100.74,100.59,None
Dimension12,59,99.9796,100.94,99.52,None
Dimension12,60,99.9865,101.2,99.4,None
Dimension12,61,99.9736,101.51,100.89,Quantum
Dimension12,62,99.9745,101.79,100.85,None
Dimension12,63,99.9825,101.63,100.95,None
Dimension12,64,99.984,98.68,99.8,None
Dimension12,65,99.9752,98.36,99.74,Scaling
Dimension12,66,99.9723,100.87,99.87,Scaling
Dimension12,67,99.9791,100.69,99.24,Thermal
Dimension12,68,99.9738,101.45,100.56,None
Dimension12,69,99.9799,98.52,100.71,None
Dimension12,70,99.9899,99.13,100.35,None
Dimension12,71,99.9782,98.58,99.58,None
Dimension12,72,99.9824,101.63,99.74,None
Dimension12,73,99.9792,98.04,99.27,None
Dimension12,74,99.9839,100.75,100.43,Thermal
Dimension12,75,99.9847,99.02,99.19,None
Dimension12,76,99.9767,98.94,100.82,Bandwidth
Dimension12,77,99.9888,101.87,100.2,Thermal
Dimension12,78,99.9709,99.01,100.24,None
Dimension12,79,99.9779,99.48,100.94,None
Dimension12,80,99.9816,99.04,100.01,Scaling
Dimension12,81,99.9876,98.53,99.63,None
Dimension12,82,99.9728,98.47,99.09,None
Dimension12,83,99.9874,101.34,100.5,Scaling
Dimension12,84,99.9757,101.51,100.23,Thermal
Dimension12,85,99.9753,99.25,100.79,None
Dimension12,86,99.9899,101.05,99.3,Quantum
Dimension12,87,99.9831,101.19,99.11,None
Dimension12,88,99.9746,98.14,99.52,Thermal
Dimension12,89,99.9787,101.98,100.85,None
Dimension12,90,99.9771,100.84,99.97,None
Dimension12,91,99.9869,101.47,99.25,None
Dimension12,92,99.9874,98.72,99.34,None
Dimension12,93,99.9755,101.56,100.17,None
Dimension12,94,99.9894,100.1,100.14,None
Dimension12,95,99.9715,101.07,100.35,Quantum
Dimension12,96,99.9705,100.73,100.36,None
Dimension12,97,99.9818,101.8,100.67,None
Dimension12,98,99.9716,101.32,100.32,None
Dimension12,99,99.9891,100.38,99.01,Bandwidth
Dimension12,100,99.9831,101.8,99.65,Thermal
Dimension12,101,99.9847,101.83,100.14,None
Dimension12,102,99.971,100.57,99.65,None
Dimension12,103,99.9714,101.81,99.76,None
Dimension12,104,99.9736,101.86,100.73,None
Dimension12,105,99.987,98.65,100.56,None
Dimension12,106,99.9851,100.62,99.24,None
Dimension12,107,99.9786,101.23,99.62,None
Dimension12,108,99.9726,100.66,100.66,None
Dimension12,109,99.9798,101.54,99.95,None
Dimension12,110,99.9785,101.03,100.62,None
Dimension12,111,99.9787,99.7,99.08,None
Dimension12,112,99.9793,98.9,100.37,None
Dimension12,113,99.9799,100.52,100.05,None
Dimension12,114,99.9787,101.63,99.96,None
